Flow idx, Flow, jumps_raw min, jumps_raw 25, jumps_raw 50, jumps_raw 75, jumps_raw max, jumps_raw std, jumps min, jumps 25, jumps 50, jumps 75, jumps max, jumps std
     211,   O0,    -161,         18.00,         32.00,         60.00,     815,         54.03,    -175,          5.00,         19.00,         47.00,     808,         53.72
     212,   C0,    -752,        -95.00,        -45.00,        -24.00,     208,         57.25,    -741,        -80.00,        -30.00,         -9.00,     227,         57.00
     213,   O0,    -235,         23.00,         47.00,        102.00,     791,         62.91,    -249,         11.00,         35.00,         90.00,     775,         62.75
     214,   G0,    -602,        -70.00,        -36.00,        -21.00,     260,         48.06,    -590,        -54.00,        -20.00,         -5.00,     269,         47.81
     215,   O0,    -154,         15.00,         32.00,         67.00,     623,         49.75,    -160,          7.00,         23.00,         59.00,     612,         49.56
     216,   T0,    -722,        -52.00,        -30.00,        -18.00,     147,         46.72,    -709,        -35.00,        -13.00,         -2.00,     164,         46.38
     217,   O0,    -191,         19.00,         32.00,         57.00,     734,         51.50,    -198,          5.00,         17.00,         42.00,     721,         51.25
     218,   C0,    -631,        -43.00,        -24.00,        -13.00,     712,         39.16,    -617,        -30.00,        -11.00,         -1.00,     714,         38.91
     219,   O0,    -211,          9.00,         21.00,         42.00,     697,         43.50,    -215,          3.00,         14.00,         35.00,     692,         43.28
     220,   A0,    -805,        -97.00,        -50.00,        -28.00,     150,         60.69,    -786,        -78.00,        -31.00,         -9.00,     157,         60.44
     221,   O0,    -125,         19.00,         41.00,         90.00,     674,         61.47,    -139,         10.00,         33.00,         81.00,     662,         61.28
     222,   T0,    -706,        -52.00,        -28.00,        -16.00,     192,         47.12,    -690,        -36.00,        -13.00,         -1.00,     206,         46.81
     223,   O0,    -160,         20.00,         33.00,         60.00,     734,         52.16,    -171,          5.00,         17.00,         44.00,     717,         51.88
     224,   B0,    -175,        -12.00,         -5.00,          1.00,     248,         10.53,    -169,         -6.00,          0.00,          6.00,     251,          9.78
     225,   O0,    -409,         -1.00,          5.00,         12.00,     244,         10.45,    -411,         -6.00,          0.00,          7.00,     237,          9.69
     226,   C0,    -632,        -48.00,        -26.00,        -14.00,     386,         43.28,    -621,        -36.00,        -14.00,         -3.00,     398,         42.97
     227,   O0,    -248,         10.00,         22.00,         46.00,     681,         46.91,    -257,          3.00,         15.00,         39.00,     674,         46.72
     228,   A0,    -655,        -36.00,        -23.00,        -14.00,     181,         34.78,    -640,        -20.00,         -8.00,          1.00,     198,         34.47
     229,   O0,    -173,          7.00,         16.00,         30.00,     613,         35.94,    -173,          0.00,          9.00,         21.00,     601,         35.69
     230,   G0,    -631,       -107.00,        -53.00,        -27.00,     427,         59.28,    -617,        -92.00,        -38.00,        -12.00,     446,         59.00
     231,   O0,    -704,         21.00,         48.00,        105.00,     623,         60.62,    -710,         13.00,         41.00,         97.00,     614,         60.44
     232,   C0,    -623,        -47.00,        -22.00,         -9.00,     659,         43.81,    -615,        -38.00,        -12.00,          0.00,     668,         43.59
     233,   O0,    -191,         15.00,         29.00,         60.00,     684,         50.41,    -202,          5.00,         19.00,         50.00,     669,         50.22
     234,   T0,    -755,        -87.00,        -45.00,        -28.00,     286,         58.19,    -732,        -65.00,        -24.00,         -7.00,     309,         57.91
     235,   O0,    -539,         23.00,         42.00,         87.00,     782,         62.81,    -546,          8.00,         27.00,         72.00,     765,         62.56
     236,   A0,    -736,        -69.00,        -36.00,        -21.00,     379,         52.50,    -721,        -53.00,        -19.00,         -4.00,     385,         52.22
     237,   O0,    -166,         17.00,         33.00,         69.00,     705,         54.09,    -172,          6.00,         22.00,         58.00,     694,         53.94
     238,   G0,    -900,        -63.00,        -31.00,        -16.00,     273,         46.59,    -891,        -50.00,        -17.00,         -3.00,     289,         46.38
     239,   O0,    -274,         14.00,         29.00,         64.00,     627,         48.72,    -287,          6.00,         21.00,         56.00,     616,         48.50
     240,   C0,    -675,        -69.00,        -32.00,        -16.00,     286,         49.47,    -668,        -58.00,        -21.00,         -5.00,     287,         49.22
     241,   O0,    -320,         16.00,         34.00,         76.00,     766,         54.88,    -327,          8.00,         26.00,         68.00,     756,         54.62
     242,   A0,    -608,        -51.00,        -30.00,        -18.00,     140,         42.25,    -597,        -34.00,        -14.00,         -3.00,     150,         41.97
     243,   O0,    -151,         14.00,         25.00,         47.00,     601,         42.75,    -165,          3.00,         14.00,         35.00,     588,         42.53
     244,   T0,    -725,       -101.00,        -51.00,        -29.00,     159,         61.75,    -709,        -82.00,        -32.00,         -9.00,     175,         61.44
     245,   O0,    -178,         28.00,         54.00,        109.00,     738,         66.94,    -194,         12.00,         37.00,         92.00,     723,         66.69
     246,   C0,    -588,        -38.00,        -20.00,        -10.00,     225,         38.16,    -579,        -28.00,        -10.00,          0.00,     223,         37.91
     247,   O0,    -184,         10.00,         21.00,         41.00,     685,         42.16,    -195,          3.00,         14.00,         34.00,     680,         41.91
     248,   G0,    -565,        -88.00,        -44.00,        -23.00,     435,         53.00,    -546,        -74.00,        -30.00,        -10.00,     448,         52.69
     249,   O0,    -161,         19.00,         40.00,         86.00,     576,         53.41,    -173,         10.00,         31.00,         76.00,     565,         53.19
     250,   A0,    -721,        -63.00,        -33.00,        -18.00,     230,         49.44,    -707,        -47.00,        -16.00,         -3.00,     241,         49.22
     251,   O0,    -430,         15.00,         31.00,         63.00,     727,         50.97,    -437,          6.00,         20.00,         52.00,     715,         50.78
     252,   C0,    -630,        -51.00,        -23.00,        -10.00,     235,         44.41,    -627,        -42.00,        -14.00,         -2.00,     240,         44.22
     253,   O0,    -177,         12.00,         26.00,         59.00,     689,         49.81,    -183,          5.00,         19.00,         51.00,     685,         49.62
     254,   T0,    -759,        -98.00,        -51.00,        -30.00,     231,         60.00,    -743,        -77.00,        -30.00,         -9.00,     250,         59.66
     255,   O0,    -164,         27.00,         50.00,        101.00,     777,         64.19,    -177,         11.00,         33.00,         84.00,     763,         63.97
     256,   G0,    -565,        -68.00,        -34.00,        -18.00,     333,         46.66,    -549,        -56.00,        -22.00,         -6.00,     340,         46.41
     257,   O0,    -607,         15.00,         32.00,         67.00,     597,         48.19,    -616,          7.00,         24.00,         59.00,     592,         47.97
     258,   C0,    -604,        -50.00,        -25.00,        -12.00,     645,         41.91,    -600,        -40.00,        -15.00,         -3.00,     660,         41.62
     259,   O0,    -368,         13.00,         28.00,         57.00,     669,         47.12,    -376,          6.00,         21.00,         50.00,     661,         46.91
     260,   B0,    -287,        -14.00,         -7.00,         -1.00,     425,         10.40,    -277,         -6.00,          1.00,          7.00,     435,          9.62
     261,   O0,    -392,         -4.00,          3.00,          9.00,     229,         10.51,    -391,         -6.00,          1.00,          7.00,     224,          9.72
     262,   B0,    -173,        -13.00,         -6.00,          0.00,     231,         10.21,    -171,         -7.00,         -1.00,          5.00,     235,          9.48
     263,   O0,    -284,         -4.00,          3.00,          9.00,     248,         10.43,    -291,         -6.00,          1.00,          7.00,     250,          9.70
     264,   A0,    -595,        -82.00,        -43.00,        -23.00,     298,         54.12,    -581,        -67.00,        -28.00,         -9.00,     313,         53.75
     265,   O0,    -279,         20.00,         39.00,         80.00,     606,         54.66,    -288,          9.00,         28.00,         68.00,     593,         54.47
     266,   T0,    -720,        -79.00,        -42.00,        -24.00,     361,         53.62,    -700,        -61.00,        -24.00,         -7.00,     373,         53.28
     267,   O0,    -447,         23.00,         44.00,         86.00,     754,         59.31,    -454,         10.00,         31.00,         73.00,     740,         59.03
     268,   A0,    -547,        -28.00,        -18.00,         -9.00,     493,         27.36,    -532,        -13.00,         -4.00,          3.00,     505,         26.97
     269,   O0,    -219,          8.00,         16.00,         27.00,     566,         28.72,    -227,         -1.00,          7.00,         17.00,     553,         28.41
     270,   G0,    -582,        -72.00,        -36.00,        -19.00,     317,         47.97,    -570,        -61.00,        -25.00,         -7.00,     323,         47.66
     271,   O0,    -549,         15.00,         33.00,         70.00,     609,         48.47,    -557,          8.00,         25.00,         62.00,     603,         48.25
     272,   A0,    -526,        -27.00,        -16.00,         -8.00,     197,         29.92,    -518,        -15.00,         -5.00,          3.00,     200,         29.58
     273,   O0,    -300,          9.00,         18.00,         29.00,     532,         31.33,    -310,         -1.00,          7.00,         18.00,     524,         31.02
     274,   T0,    -639,        -53.00,        -33.00,        -21.00,     192,         41.31,    -629,        -34.00,        -14.00,         -3.00,     206,         40.94
     275,   O0,    -280,         16.00,         29.00,         51.00,     640,         44.53,    -289,          4.00,         17.00,         38.00,     630,         44.22
     276,   C0,    -632,       -110.00,        -55.00,        -26.00,     317,         58.62,    -618,        -97.00,        -42.00,        -14.00,     324,         58.38
     277,   O0,    -151,         25.00,         57.00,        118.00,     683,         63.97,    -162,         15.00,         47.00,        108.00,     675,         63.78
     278,   G0,    -594,        -57.00,        -30.00,        -17.00,     245,         41.88,    -585,        -44.00,        -18.00,         -4.00,     255,         41.59
     279,   O0,    -239,         13.00,         28.00,         56.00,     523,         43.62,    -248,          6.00,         20.00,         49.00,     516,         43.38
     280,   C0,    -557,        -25.00,        -14.00,         -5.00,     249,         27.89,    -545,        -16.00,         -5.00,          3.00,     263,         27.55
     281,   O0,    -395,          5.00,         14.00,         27.00,     587,         31.72,    -401,          0.00,          8.00,         20.00,     584,         31.42
     282,   A0,    -603,        -75.00,        -40.00,        -23.00,     380,         50.25,    -588,        -60.00,        -25.00,         -8.00,     394,         49.94
     283,   O0,    -391,         18.00,         35.00,         71.00,     593,         50.25,    -391,          7.00,         25.00,         60.00,     585,         50.03
     284,   T0,    -671,        -96.00,        -51.00,        -29.00,     302,         56.78,    -652,        -75.00,        -30.00,         -9.00,     304,         56.47
     285,   O0,    -241,         29.00,         54.00,        104.00,     683,         62.28,    -261,         12.00,         37.00,         87.00,     670,         62.03
     286,   G0,    -518,        -62.00,        -32.00,        -17.00,     282,         43.69,    -507,        -49.00,        -19.00,         -5.00,     297,         43.44
     287,   O0,    -225,         16.00,         32.00,         64.00,     538,         45.38,    -239,          6.00,         22.00,         54.00,     528,         45.16
     288,   A0,    -604,        -42.00,        -24.00,        -13.00,     239,         38.84,    -589,        -29.00,        -11.00,         -1.00,     254,         38.56
     289,   O0,    -291,         13.00,         24.00,         44.00,     608,         40.22,    -303,          3.00,         14.00,         33.00,     596,         39.97
     290,   C0,    -576,        -92.00,        -45.00,        -23.00,     160,         53.00,    -563,        -79.00,        -32.00,        -10.00,     174,         52.78
     291,   O0,    -152,         23.00,         48.00,        100.00,     638,         58.03,    -160,         12.00,         38.00,         89.00,     622,         57.81
     292,   G0,    -512,        -44.00,        -26.00,        -15.00,     238,         34.81,    -504,        -30.00,        -12.00,         -2.00,     239,         34.50
     293,   O0,    -195,         12.00,         23.00,         42.00,     479,         35.94,    -204,          3.00,         14.00,         33.00,     478,         35.69
     294,   A0,    -526,        -44.00,        -27.00,        -16.00,     251,         36.00,    -517,        -29.00,        -12.00,         -2.00,     261,         35.69
     295,   O0,    -193,         13.00,         24.00,         43.00,     549,         37.28,    -202,          3.00,         14.00,         33.00,     542,         37.00
     296,   B0,    -164,        -11.00,         -4.00,          3.00,     185,         10.75,    -162,         -5.00,          1.00,          8.00,     188,         10.02
     297,   O0,    -232,         -1.00,          6.00,         13.00,     241,         10.46,    -240,         -5.00,          1.00,          7.00,     239,          9.70
     298,   T0,    -651,       -113.00,        -62.00,        -36.00,     184,         60.47,    -631,        -91.00,        -40.00,        -13.00,     204,         60.09
     299,   O0,    -153,         28.00,         57.00,        111.00,     651,         63.75,    -165,         14.00,         42.00,         96.00,     637,         63.50
     300,   C0,    -603,        -57.00,        -28.00,        -13.00,     249,         42.50,    -592,        -47.00,        -18.00,         -5.00,     255,         42.25
     301,   O0,    -182,         13.00,         29.00,         61.00,     631,         46.78,    -190,          7.00,         22.00,         55.00,     624,         46.53
     302,   G0,    -513,        -68.00,        -35.00,        -18.00,     210,         44.44,    -500,        -57.00,        -24.00,         -7.00,     223,         44.16
     303,   O0,    -232,         16.00,         34.00,         67.00,     518,         44.88,    -242,          8.00,         25.00,         58.00,     507,         44.66
     304,   C0,    -621,        -25.00,        -13.00,         -4.00,     236,         28.34,    -621,        -18.00,         -6.00,          2.00,     233,         28.03
     305,   O0,    -137,          8.00,         18.00,         32.00,     598,         32.41,    -139,          1.00,         10.00,         24.00,     593,         32.16
     306,   A0,    -611,        -79.00,        -43.00,        -24.00,     343,         50.47,    -595,        -64.00,        -28.00,         -9.00,     362,         50.22
     307,   O0,    -731,         19.00,         37.00,         74.00,     577,         50.09,    -740,          8.00,         27.00,         64.00,     568,         49.91
     308,   T0,    -682,        -89.00,        -48.00,        -28.00,     721,         53.09,    -665,        -69.00,        -29.00,         -9.00,     736,         52.78
     309,   O0,    -341,         20.00,         44.00,         89.00,     642,         58.38,    -348,         12.00,         35.00,         80.00,     634,         57.97
     310,   A0,    -499,        -33.00,        -22.00,        -14.00,     342,         26.61,    -484,        -16.00,         -6.00,          2.00,     364,         26.11
     311,   O0,    -486,          8.00,         16.00,         27.00,     503,         27.44,    -497,         -1.00,          7.00,         18.00,     499,         27.11
     312,   T0,    -572,        -26.00,        -17.00,         -8.00,     551,         21.27,    -558,        -14.00,         -6.00,          2.00,     563,         20.67
     313,   O0,    -294,         12.00,         20.00,         30.00,     556,         22.73,    -302,         -1.00,          6.00,         15.00,     542,         22.27
     314,   C0,    -586,        -61.00,        -32.00,        -16.00,     187,         43.72,    -576,        -51.00,        -21.00,         -6.00,     193,         43.47
     315,   O0,    -522,         16.00,         32.00,         63.00,     614,         46.28,    -532,          6.00,         21.00,         53.00,     603,         46.09
     316,   G0,    -513,        -93.00,        -49.00,        -25.00,     386,         51.31,    -505,        -80.00,        -35.00,        -11.00,     404,         51.03
     317,   O0,    -198,         22.00,         46.00,         91.00,     519,         51.69,    -198,         12.00,         36.00,         82.00,     507,         51.47
     318,   T0,    -553,        -49.00,        -28.00,        -16.00,     208,         39.81,    -539,        -35.00,        -14.00,         -3.00,     218,         39.50
     319,   O0,    -162,         17.00,         30.00,         54.00,     569,         43.72,    -171,          5.00,         18.00,         41.00,     562,         43.41
     320,   C0,    -623,        -48.00,        -24.00,        -12.00,     269,         38.31,    -614,        -41.00,        -17.00,         -4.00,     281,         38.00
     321,   O0,    -268,         14.00,         28.00,         55.00,     651,         42.19,    -280,          6.00,         20.00,         46.00,     645,         41.94
     322,   A0,    -758,        -81.00,        -43.00,        -24.00,     211,         50.44,    -747,        -66.00,        -28.00,         -9.00,     224,         50.16
     323,   O0,    -469,         19.00,         39.00,         77.00,     743,         50.34,    -480,          9.00,         29.00,         67.00,     734,         50.16
     324,   G0,    -464,        -57.00,        -29.00,        -15.00,     264,         40.50,    -456,        -46.00,        -18.00,         -4.00,     273,         40.28
     325,   O0,    -343,         19.00,         34.00,         64.00,     478,         41.81,    -343,          6.00,         21.00,         50.00,     468,         41.62
     326,   T0,    -600,        -74.00,        -41.00,        -24.00,     514,         47.34,    -584,        -56.00,        -24.00,         -7.00,     534,         47.00
     327,   O0,    -221,         24.00,         43.00,         79.00,     611,         51.19,    -233,          9.00,         28.00,         64.00,     597,         50.91
     328,   G0,    -487,        -31.00,        -19.00,        -11.00,     207,         25.53,    -474,        -18.00,         -7.00,          1.00,     215,         25.16
     329,   O0,    -139,         10.00,         19.00,         31.00,     429,         26.55,    -148,          0.00,          9.00,         20.00,     418,         26.22
     330,   C0,    -588,        -82.00,        -42.00,        -21.00,     142,         47.88,    -577,        -70.00,        -30.00,        -10.00,     158,         47.66
     331,   O0,    -180,         20.00,         43.00,         86.00,     650,         51.78,    -191,         11.00,         33.00,         77.00,     639,         51.56
     332,   B0,    -245,        -12.00,         -6.00,          1.00,     384,         10.33,    -240,         -5.00,          1.00,          7.00,     393,          9.56
     333,   O0,    -404,         -1.00,          6.00,         13.00,     223,         10.40,    -409,         -6.00,          0.00,          7.00,     211,          9.63
     334,   X0,    -225,        -12.00,         -6.00,          1.00,     169,         10.34,    -224,         -8.00,         -2.00,          4.00,     172,          9.64
     335,   Z0,       0,          0.00,          0.00,          0.00,       0,          0.00,       0,          0.00,          0.00,          0.00,       0,          0.00
     336,   J0,    -222,         -5.00,          2.00,          8.00,     315,         10.25,    -226,         -5.00,          1.00,          7.00,     308,          9.48
     337,  JB0,    -247,        -12.00,         -5.00,          1.00,     205,         10.03,    -242,         -7.00,         -1.00,          5.00,     208,          9.34
     338,  JO0,    -451,          7.00,         14.00,         21.00,     291,         10.50,    -466,         -4.00,          2.00,          8.00,     272,          9.76
     339,   B0,    -198,        -15.00,         -9.00,         -2.00,     254,         10.12,    -192,         -8.00,         -2.00,          4.00,     268,          9.41
     340,   O0,    -173,          3.00,         10.00,         17.00,     200,         10.34,    -184,         -5.00,          1.00,          7.00,     189,          9.61
     341,   A0,    -557,        -75.00,        -40.00,        -22.00,     470,         48.25,    -551,        -62.00,        -27.00,         -9.00,     486,         47.88
     342,   O0,    -150,         22.00,         41.00,         76.00,     555,         48.41,    -164,          9.00,         27.00,         62.00,     545,         48.22
     343,   T0,    -598,        -65.00,        -35.00,        -20.00,     250,         45.44,    -588,        -51.00,        -21.00,         -6.00,     270,         45.12
     344,   O0,    -170,         24.00,         42.00,         75.00,     634,         49.81,    -184,          8.00,         26.00,         59.00,     622,         49.56
     345,   G0,    -570,        -70.00,        -37.00,        -19.00,     167,         43.59,    -561,        -60.00,        -26.00,         -8.00,     178,         43.34
     346,   O0,    -190,         20.00,         38.00,         73.00,     523,         44.56,    -195,          9.00,         27.00,         62.00,     493,         44.34
     347,   T0,    -512,        -32.00,        -20.00,        -11.00,     299,         27.48,    -499,        -20.00,         -8.00,          0.00,     313,         27.08
     348,   O0,    -640,         15.00,         25.00,         38.00,     520,         30.42,    -653,          2.00,         11.00,         24.00,     501,         30.06
     349,   A0,    -516,        -53.00,        -32.00,        -19.00,     627,         38.19,    -495,        -37.00,        -16.00,         -4.00,     641,         37.91
     350,   O0,    -484,         15.00,         28.00,         50.00,     515,         38.91,    -490,          5.00,         17.00,         38.00,     502,         38.62
     351,   G0,    -457,        -26.00,        -15.00,         -7.00,     459,         22.64,    -441,        -16.00,         -6.00,          1.00,     463,         22.23
     352,   O0,    -288,          9.00,         18.00,         28.00,     479,         23.23,    -294,         -1.00,          7.00,         16.00,     471,         22.86
     353,   T0,    -527,        -38.00,        -24.00,        -14.00,     271,         30.17,    -513,        -24.00,        -11.00,         -2.00,     283,         29.75
     354,   O0,    -228,         15.00,         26.00,         41.00,     532,         32.72,    -236,          3.00,         14.00,         28.00,     519,         32.34
     355,   C0,    -555,       -116.00,        -62.00,        -31.00,     220,         56.47,    -545,       -101.00,        -47.00,        -16.00,     235,         56.28
     356,   O0,    -252,         28.00,         62.00,        121.00,     592,         61.19,    -266,         17.00,         51.00,        110.00,     583,         61.00
     357,   G0,    -472,        -48.00,        -27.00,        -15.00,     247,         34.25,    -465,        -35.00,        -15.00,         -3.00,     257,         33.97
     358,   O0,    -618,         12.00,         25.00,         47.00,     497,         35.84,    -624,          5.00,         17.00,         39.00,     490,         35.59
     359,   A0,    -502,        -65.00,        -36.00,        -20.00,     612,         43.44,    -488,        -51.00,        -22.00,         -6.00,     628,         43.16
     360,   O0,    -140,         19.00,         36.00,         67.00,     499,         44.59,    -148,          8.00,         24.00,         55.00,     492,         44.38
     361,   G0,    -456,        -24.00,        -14.00,         -5.00,     202,         22.53,    -436,        -13.00,         -4.00,          4.00,     209,         22.16
     362,   O0,    -310,         10.00,         19.00,         30.00,     522,         24.83,    -314,          0.00,          8.00,         19.00,     471,         24.44
     363,   C0,    -533,        -52.00,        -29.00,        -16.00,     283,         37.09,    -522,        -41.00,        -18.00,         -5.00,     288,         36.84
     364,   O0,    -329,         14.00,         28.00,         53.00,     580,         40.16,    -337,          5.00,         19.00,         44.00,     573,         39.91
     365,   A0,    -505,        -36.00,        -24.00,        -14.00,     391,         27.36,    -495,        -21.00,         -9.00,         -1.00,     396,         27.02
     366,   O0,    -187,         13.00,         23.00,         35.00,     464,         28.22,    -195,          1.00,         10.00,         22.00,     452,         27.89
     367,   T0,    -628,       -115.00,        -62.00,        -33.00,     239,         59.38,    -606,        -96.00,        -43.00,        -14.00,     259,         59.03
     368,   O0,    -145,         31.00,         63.00,        120.00,     646,         63.12,    -150,         15.00,         47.00,        104.00,     623,         62.84
     369,   C0,    -473,        -35.00,        -19.00,         -9.00,     176,         31.28,    -462,        -26.00,        -10.00,         -1.00,     187,         31.00
     370,   O0,    -211,         11.00,         22.00,         39.00,     505,         33.78,    -211,          2.00,         12.00,         30.00,     496,         33.50
     371,   A0,    -494,        -45.00,        -28.00,        -17.00,     667,         33.81,    -489,        -31.00,        -14.00,         -3.00,     688,         33.50
     372,   O0,    -442,         14.00,         25.00,         42.00,     548,         33.84,    -456,          3.00,         13.00,         30.00,     534,         33.59
     373,   B0,    -554,        -15.00,         -9.00,         -2.00,     151,         10.64,    -544,         -6.00,          0.00,          6.00,     158,          9.81
     374,   O0,    -247,          2.00,          8.00,         15.00,     194,         10.44,    -256,         -5.00,          1.00,          8.00,     192,          9.70
     375,   T0,    -519,        -43.00,        -28.00,        -18.00,     500,         32.31,    -505,        -27.00,        -13.00,         -3.00,     518,         31.89
     376,   O0,    -356,         14.00,         25.00,         40.00,     529,         33.38,    -374,          2.00,         12.00,         26.00,     514,         33.06
     377,   C0,    -449,        -28.00,        -16.00,         -7.00,     451,         25.94,    -443,        -19.00,         -8.00,          0.00,     467,         25.58
     378,   O0,    -557,          8.00,         17.00,         29.00,     499,         28.11,    -563,          1.00,         10.00,         22.00,     494,         27.81
     379,   T0,    -459,        -27.00,        -19.00,        -11.00,     572,         17.62,    -447,        -13.00,         -5.00,          2.00,     573,         17.05
     380,   O0,    -393,         11.00,         18.00,         26.00,     505,         18.45,    -414,         -2.00,          5.00,         12.00,     487,         17.92
     381,   G0,    -572,       -114.00,        -63.00,        -32.00,     373,         54.47,    -554,        -96.00,        -46.00,        -15.00,     396,         54.22
     382,   O0,    -321,         25.00,         56.00,        107.00,     572,         54.31,    -333,         15.00,         45.00,         96.00,     557,         54.16
     383,   A0,    -504,        -47.00,        -26.00,        -14.00,     340,         37.62,    -493,        -34.00,        -13.00,         -2.00,     350,         37.38
     384,   O0,    -140,         15.00,         28.00,         51.00,     495,         39.56,    -148,          4.00,         17.00,         40.00,     482,         39.28
     385,   C0,    -482,        -61.00,        -30.00,        -15.00,     394,         40.94,    -475,        -51.00,        -21.00,         -6.00,     405,         40.72
     386,   O0,    -253,         17.00,         35.00,         70.00,     565,         46.34,    -262,          9.00,         27.00,         62.00,     555,         46.16
     387,   G0,    -414,        -39.00,        -23.00,        -12.00,     270,         29.95,    -400,        -28.00,        -12.00,         -2.00,     281,         29.61
     388,   O0,    -298,         11.00,         22.00,         38.00,     420,         30.81,    -313,          2.00,         13.00,         29.00,     416,         30.53
     389,   C0,    -425,        -20.00,        -11.00,         -4.00,     364,         20.16,    -417,        -13.00,         -4.00,          3.00,     369,         19.77
     390,   O0,    -196,          4.00,         12.00,         22.00,     483,         22.61,    -195,         -1.00,          6.00,         16.00,     472,         22.23
     391,   A0,    -490,        -47.00,        -30.00,        -18.00,     174,         33.53,    -482,        -32.00,        -15.00,         -4.00,     189,         33.22
     392,   O0,    -223,         16.00,         27.00,         44.00,     496,         33.19,    -238,          2.00,         13.00,         30.00,     486,         32.91
     393,   G0,    -434,        -25.00,        -15.00,         -6.00,     453,         22.31,    -424,        -16.00,         -6.00,          1.00,     458,         21.91
     394,   O0,    -373,          6.00,         14.00,         24.00,     445,         23.33,    -384,         -1.00,          7.00,         17.00,     443,         22.95
     395,   T0,    -620,       -131.00,        -74.00,        -41.00,     344,         61.78,    -594,       -106.00,        -50.00,        -17.00,     372,         61.50
     396,   O0,    -126,         35.00,         71.00,        131.00,     637,         65.00,    -141,         17.00,         52.00,        112.00,     616,         64.81
     397,   A0,    -482,        -41.00,        -25.00,        -15.00,     185,         32.66,    -465,        -25.00,        -10.00,          0.00,     201,         32.38
     398,   O0,    -269,         16.00,         27.00,         43.00,     476,         34.25,    -281,          2.00,         13.00,         29.00,     462,         33.97
     399,   C0,    -464,        -60.00,        -30.00,        -14.00,     754,         40.78,    -454,        -51.00,        -21.00,         -6.00,     769,         40.53
     400,   O0,    -318,         16.00,         33.00,         66.00,     498,         44.50,    -324,          8.00,         25.00,         58.00,     488,         44.25
     401,   G0,    -449,        -67.00,        -36.00,        -18.00,     327,         41.25,    -441,        -56.00,        -25.00,         -8.00,     343,         40.97
     402,   O0,    -341,         18.00,         35.00,         68.00,     445,         41.88,    -349,          8.00,         26.00,         58.00,     435,         41.66
     403,   T0,    -546,        -63.00,        -37.00,        -22.00,     229,         41.44,    -529,        -46.00,        -20.00,         -6.00,     247,         41.12
     404,   O0,    -338,         22.00,         39.00,         68.00,     707,         45.00,    -349,          8.00,         24.00,         53.00,     693,         44.72
     405,   G0,    -573,        -31.00,        -20.00,        -11.00,     257,         23.08,    -561,        -19.00,         -8.00,          0.00,     265,         22.67
     406,   O0,    -281,         12.00,         21.00,         33.00,     408,         23.77,    -290,          1.00,          9.00,         20.00,     395,         23.39
     407,   C0,    -483,        -58.00,        -33.00,        -19.00,     619,         36.69,    -476,        -44.00,        -19.00,         -6.00,     630,         36.47
     408,   O0,    -587,         15.00,         31.00,         58.00,     518,         40.06,    -590,          7.00,         22.00,         49.00,     504,         39.84
     409,   B0,    -491,        -14.00,         -7.00,         -1.00,     561,         10.30,    -484,         -6.00,          0.00,          6.00,     565,          9.54
     410,   O0,    -596,          2.00,          8.00,         15.00,     255,         10.41,    -598,         -5.00,          1.00,          7.00,     247,          9.67
     411,   B0,    -494,        -20.00,        -14.00,         -7.00,     223,         10.34,    -478,         -8.00,         -2.00,          4.00,     241,          9.57
     412,   O0,    -194,          1.00,          8.00,         15.00,     471,         10.49,    -197,         -5.00,          1.00,          8.00,     455,          9.73
     413,   A0,    -507,        -85.00,        -48.00,        -26.00,     676,         47.56,    -491,        -69.00,        -31.00,        -10.00,     683,         47.25
     414,   O0,    -378,         22.00,         43.00,         81.00,     500,         47.31,    -388,         10.00,         31.00,         69.00,     477,         47.16
     415,   T0,    -521,        -61.00,        -35.00,        -21.00,     294,         40.38,    -510,        -45.00,        -19.00,         -5.00,     311,         40.06
     416,   O0,    -307,         21.00,         37.00,         67.00,     540,         44.50,    -313,          7.00,         23.00,         53.00,     527,         44.25
     417,   G0,    -445,        -64.00,        -34.00,        -18.00,     315,         39.06,    -431,        -52.00,        -23.00,         -7.00,     319,         38.78
     418,   O0,    -445,         19.00,         36.00,         66.00,     451,         40.03,    -460,          8.00,         24.00,         54.00,     438,         39.81
     419,   A0,    -453,        -41.00,        -25.00,        -15.00,     711,         30.92,    -438,        -26.00,        -11.00,         -1.00,     726,         30.61
     420,   O0,    -499,         14.00,         25.00,         41.00,     452,         32.09,    -513,          3.00,         13.00,         29.00,     447,         31.81
     421,   T0,    -473,        -45.00,        -28.00,        -16.00,     517,         32.28,    -461,        -30.00,        -14.00,         -3.00,     531,         31.94
     422,   O0,    -279,         16.00,         29.00,         47.00,     680,         35.09,    -294,          4.00,         16.00,         34.00,     670,         34.78
     423,   C0,    -583,        -95.00,        -51.00,        -26.00,     295,         48.31,    -570,        -82.00,        -37.00,        -12.00,     307,         48.12
     424,   O0,    -430,         25.00,         53.00,        101.00,     604,         52.28,    -434,         14.00,         41.00,         89.00,     596,         52.12
     425,   T0,    -465,        -37.00,        -24.00,        -15.00,     172,         27.39,    -456,        -21.00,         -9.00,          0.00,     191,         27.00
     426,   O0,    -194,         15.00,         25.00,         38.00,     481,         29.86,    -204,          2.00,         11.00,         24.00,     467,         29.50
     427,   C0,    -425,        -20.00,        -12.00,         -5.00,     419,         15.65,    -415,        -10.00,         -3.00,          4.00,     425,         15.13
