Flow idx, Flow, jumps_raw min, jumps_raw 25, jumps_raw 50, jumps_raw 75, jumps_raw max, jumps_raw std, jumps min, jumps 25, jumps 50, jumps 75, jumps max, jumps std
     645,   T0,    -257,        -26.00,        -17.00,         -9.00,     309,         15.55,    -244,        -16.00,         -7.00,          1.00,     323,         14.93
     646,   O0,    -168,         10.00,         19.00,         30.00,     277,         17.19,    -177,          1.00,          9.00,         19.00,     275,         16.61
     647,   A0,    -337,        -40.00,        -25.00,        -15.00,     165,         21.84,    -326,        -28.00,        -14.00,         -3.00,     174,         21.42
     648,   O0,    -140,         15.00,         26.00,         40.00,     340,         22.23,    -146,          3.00,         14.00,         28.00,     334,         21.86
     649,   G0,    -287,        -22.00,        -14.00,         -6.00,     210,         13.49,    -277,        -13.00,         -5.00,          2.00,     214,         12.84
     650,   O0,    -342,          7.00,         15.00,         23.00,     237,         14.35,    -344,         -1.00,          6.00,         14.00,     226,         13.73
     651,   T0,    -267,        -32.00,        -21.00,        -11.00,     187,         18.42,    -253,        -21.00,        -11.00,         -2.00,     187,         17.86
     652,   O0,    -279,         15.00,         25.00,         36.00,     404,         19.22,    -298,          2.00,         11.00,         22.00,     387,         18.72
     653,   C0,    -294,        -72.00,        -40.00,        -19.00,     337,         34.41,    -286,        -63.00,        -32.00,        -11.00,     348,         34.09
     654,   O0,    -209,         17.00,         40.00,         74.00,     423,         36.88,    -215,         12.00,         34.00,         68.00,     417,         36.62
     655,   G0,    -263,        -33.00,        -20.00,        -10.00,     285,         19.34,    -257,        -25.00,        -12.00,         -2.00,     292,         18.86
     656,   O0,    -189,         11.00,         22.00,         35.00,     276,         20.64,    -201,          3.00,         14.00,         27.00,     271,         20.22
     657,   A0,    -274,        -45.00,        -28.00,        -15.00,     272,         24.22,    -266,        -34.00,        -17.00,         -5.00,     287,         23.81
     658,   O0,    -293,         13.00,         26.00,         44.00,     269,         24.86,    -301,          5.00,         17.00,         35.00,     261,         24.50
     659,   G0,    -262,        -19.00,        -11.00,         -3.00,     219,         13.63,    -251,        -12.00,         -5.00,          2.00,     228,         12.95
     660,   O0,    -270,          7.00,         15.00,         24.00,     329,         14.70,    -276,         -1.00,          6.00,         15.00,     325,         14.09
     661,   C0,    -332,        -37.00,        -23.00,        -12.00,     236,         21.31,    -325,        -29.00,        -14.00,         -4.00,     241,         20.92
     662,   O0,    -239,         12.00,         24.00,         39.00,     287,         22.94,    -247,          4.00,         15.00,         31.00,     280,         22.58
     663,   A0,    -338,        -30.00,        -21.00,        -12.00,     331,         16.02,    -331,        -17.00,         -8.00,          0.00,     339,         15.45
     664,   O0,    -236,          9.00,         17.00,         27.00,     230,         16.34,    -239,          0.00,          8.00,         17.00,     223,         15.83
     665,   T0,    -450,        -78.00,        -47.00,        -25.00,     296,         35.94,    -434,        -63.00,        -31.00,        -11.00,     308,         35.59
     666,   O0,    -218,         24.00,         46.00,         80.00,     387,         38.03,    -228,         11.00,         33.00,         67.00,     373,         37.75
     667,   C0,    -253,        -26.00,        -15.00,         -6.00,     325,         17.69,    -241,        -19.00,         -9.00,          0.00,     332,         17.23
     668,   O0,    -238,         10.00,         20.00,         33.00,     290,         19.80,    -247,          2.00,         12.00,         24.00,     282,         19.39
     669,   A0,    -340,        -33.00,        -21.00,        -11.00,     260,         19.12,    -332,        -22.00,        -11.00,         -2.00,     267,         18.61
     670,   O0,    -413,          9.00,         19.00,         31.00,     338,         19.52,    -417,          2.00,         11.00,         23.00,     328,         19.05
     671,   B0,    -223,        -12.00,         -6.00,          1.00,     344,         10.30,    -216,         -6.00,          0.00,          6.00,     349,          9.45
     672,   O0,    -201,          1.00,          8.00,         14.00,     270,         10.40,    -210,         -5.00,          2.00,          8.00,     262,          9.66
     673,   T0,    -292,        -34.00,        -22.00,        -13.00,     293,         18.83,    -281,        -21.00,        -10.00,         -1.00,     298,         18.19
     674,   O0,    -231,         10.00,         19.00,         31.00,     264,         19.56,    -233,          2.00,         11.00,         22.00,     255,         19.08
     675,   C0,    -264,        -21.00,        -12.00,         -4.00,     224,         15.32,    -264,        -16.00,         -7.00,          1.00,     229,         14.76
     676,   O0,    -220,          7.00,         15.00,         24.00,     249,         16.09,    -233,         -1.00,          7.00,         16.00,     243,         15.58
     677,   T0,    -348,        -23.00,        -16.00,         -8.00,     238,         12.62,    -343,        -12.00,         -5.00,          2.00,     248,         11.86
     678,   O0,    -215,          6.00,         14.00,         21.00,     299,         12.65,    -220,         -3.00,          4.00,         11.00,     287,         11.95
     679,   G0,    -289,        -71.00,        -42.00,        -23.00,     343,         32.28,    -277,        -58.00,        -29.00,        -10.00,     352,         31.92
     680,   O0,    -238,         18.00,         37.00,         65.00,     382,         31.52,    -246,          9.00,         28.00,         56.00,     376,         31.27
     681,   A0,    -261,        -35.00,        -22.00,        -12.00,     224,         20.58,    -248,        -24.00,        -11.00,         -2.00,     232,         20.14
     682,   O0,    -336,         13.00,         24.00,         39.00,     257,         22.38,    -340,          3.00,         14.00,         28.00,     247,         21.97
     683,   C0,    -353,        -40.00,        -23.00,        -11.00,     355,         23.20,    -342,        -33.00,        -16.00,         -4.00,     357,         22.84
     684,   O0,    -263,         12.00,         26.00,         45.00,     332,         26.14,    -269,          6.00,         19.00,         39.00,     328,         25.83
     685,   G0,    -316,        -28.00,        -17.00,         -8.00,     282,         16.66,    -304,        -20.00,         -9.00,         -1.00,     284,         16.08
     686,   O0,    -240,          7.00,         16.00,         28.00,     342,         17.64,    -247,          1.00,         10.00,         21.00,     340,         17.09
     687,   C0,    -233,        -18.00,        -10.00,         -3.00,     263,         12.95,    -231,        -11.00,         -4.00,          3.00,     266,         12.38
     688,   O0,    -135,          4.00,         12.00,         21.00,     367,         14.30,    -142,         -1.00,          6.00,         14.00,     363,         13.70
     689,   A0,    -238,        -37.00,        -25.00,        -15.00,     305,         18.91,    -228,        -23.00,        -12.00,         -2.00,     322,         18.39
     690,   O0,    -123,         11.00,         20.00,         31.00,     272,         18.53,    -132,          1.00,         10.00,         21.00,     269,         18.09
     691,   G0,    -244,        -21.00,        -13.00,         -5.00,     178,         13.41,    -239,        -13.00,         -5.00,          2.00,     184,         12.74
     692,   O0,    -187,          7.00,         15.00,         23.00,     245,         14.06,    -198,         -2.00,          6.00,         14.00,     235,         13.42
     693,   T0,    -315,        -82.00,        -49.00,        -26.00,     211,         36.97,    -298,        -67.00,        -34.00,        -11.00,     226,         36.53
     694,   O0,    -333,         22.00,         46.00,         81.00,     311,         38.81,    -355,         12.00,         35.00,         71.00,     303,         38.47
     695,   A0,    -251,        -29.00,        -19.00,        -10.00,     189,         18.00,    -243,        -19.00,         -9.00,          0.00,     201,         17.53
     696,   O0,    -295,         12.00,         22.00,         33.00,     277,         19.52,    -300,          2.00,         11.00,         23.00,     261,         19.03
     697,   C0,    -290,        -42.00,        -25.00,        -12.00,     235,         23.66,    -284,        -34.00,        -17.00,         -5.00,     241,         23.28
     698,   O0,    -239,         10.00,         23.00,         42.00,     279,         25.39,    -237,          6.00,         19.00,         37.00,     273,         25.02
     699,   G0,    -338,        -45.00,        -27.00,        -15.00,     382,         22.84,    -332,        -34.00,        -17.00,         -5.00,     392,         22.44
     700,   O0,    -179,         14.00,         27.00,         45.00,     264,         23.89,    -182,          5.00,         18.00,         36.00,     260,         23.55
     701,   T0,    -378,        -47.00,        -30.00,        -18.00,     354,         23.62,    -359,        -32.00,        -16.00,         -4.00,     362,         23.20
     702,   O0,    -352,         17.00,         31.00,         50.00,     295,         26.08,    -360,          6.00,         19.00,         38.00,     287,         25.73
     703,   G0,    -348,        -22.00,        -13.00,         -6.00,     234,         13.72,    -345,        -14.00,         -6.00,          1.00,     243,         13.03
     704,   O0,    -145,          6.00,         14.00,         23.00,     246,         14.46,    -152,         -1.00,          7.00,         15.00,     240,         13.84
     705,   C0,    -263,        -35.00,        -21.00,        -10.00,     285,         20.80,    -251,        -29.00,        -15.00,         -4.00,     280,         20.41
     706,   O0,    -207,         12.00,         24.00,         40.00,     274,         22.58,    -211,          5.00,         16.00,         32.00,     268,         22.22
     707,   B0,    -173,        -16.00,         -9.00,         -2.00,     263,         10.44,    -163,         -7.00,         -1.00,          5.00,     267,          9.48
     708,   O0,    -318,          3.00,          9.00,         16.00,     349,         10.44,    -334,         -6.00,          0.00,          6.00,     342,          9.59
