Acc80@75,Depth80@75,Key,Noise,Active,Aligned 32 HPs,BP50>98.5 32HPs,BP75>98.5 32HPs,Polyclonal (PC)
0.89842,5393646,75.0,9.1,76343105,7510781,2319566,910178,5872776
